ActualElapsedTime,AirTime,ArrDelay,ArrTime,CRSArrTime,CRSDepTime,CRSElapsedTime,CancellationCode,Cancelled,CarrierDelay,DayOfWeek,DayofMonth,DepDelay,DepTime,Dest,Distance,Diverted,FlightNum,LateAircraftDelay,Month,NASDelay,Origin,SecurityDelay,TailNum,TaxiIn,TaxiOut,UniqueCarrier,WeatherDelay,Year
92.0,,9.0,2100.0,2051,1928,83,,0,,7,16,0.0,1928.0,OMA,342.0,0,487,,12,,STL,,,,,TW,,1990
211.0,188.0,-50.0,1300.0,1350,735,255,,0,,6,26,-6.0,729.0,CLE,1565.0,0,1678,,8,,SLC,,N16649,4.0,19.0,CO,,2000
52.0,,15.0,1943.0,1928,1825,63,,0,,2,12,26.0,1851.0,ORF,290.0,0,94,,1,,CLT,,,,,PI,,1988
64.0,52.0,-6.0,1719.0,1725,1615,70,,0,,2,29,0.0,1615.0,RNO,345.0,0,610,,7,,LAS,,N612,2.0,10.0,WN,,1997
242.0,,1.0,1531.0,1530,935,235,,0,,3,28,-6.0,929.0,MKE,1845.0,0,1231,,3,,SFO,,,,,NW,,1990
101.0,84.0,6.0,752.0,746,710,96,,0,0.0,4,3,1.0,711.0,DEN,541.0,0,657,0.0,6,0.0,TUL,0.0,N379UA,7.0,10.0,UA,0.0,2004
121.0,,0.0,1042.0,1042,840,122,,0,,2,23,1.0,841.0,OKC,693.0,0,695,,5,,ORD,,,,,AA,,1989
106.0,81.0,-9.0,1307.0,1316,1026,110,,0,,1,10,-5.0,1021.0,RDU,667.0,0,3036,,3,,STL,,N4XNAA,5.0,20.0,AA,,2003
98.0,77.0,77.0,2031.0,1914,1731,103,,0,,3,29,82.0,1853.0,HSV,603.0,0,612,,11,,DFW,,N2ADAA,5.0,16.0,AA,,2000
73.0,,3.0,2223.0,2220,2110,70,,0,,3,13,0.0,2110.0,BZN,347.0,0,1804,,4,,SLC,,,,,DL,,1988
69.0,52.0,-6.0,1734.0,1740,1525,75,,0,,6,23,0.0,1525.0,ATL,332.0,0,964,,5,,MEM,,N477DA,6.0,11.0,DL,,1998
126.0,99.0,-1.0,806.0,807,710,117,,0,,7,26,-10.0,700.0,DEN,641.0,0,1591,,1,,DFW,,N381UA,7.0,20.0,UA,,2003
66.0,52.0,-12.0,1648.0,1700,1545,75,,0,0.0,1,18,-3.0,1542.0,ABQ,349.0,0,6651,0.0,4,0.0,DEN,0.0,N709SK,3.0,11.0,OO,0.0,2005
77.0,55.0,-1.0,1837.0,1838,1730,68,,0,,3,13,-10.0,1720.0,CVG,268.0,0,5604,,2,,GRR,,N408CA,7.0,15.0,OH,,2008
76.0,52.0,10.0,1233.0,1223,1110,73,,0,,7,27,7.0,1117.0,BOI,291.0,0,922,,1,,SLC,,N399DA,6.0,18.0,DL,,2008
130.0,106.0,-8.0,1343.0,1351,934,137,,0,,4,16,-1.0,933.0,DFW,868.0,0,2546,,4,,PHX,,N169AW,5.0,19.0,HP,,1998
113.0,78.0,6.0,1916.0,1910,1730,100,,0,,1,26,-7.0,1723.0,CMH,478.0,0,4409,,5,,LGA,,N703MQ,5.0,30.0,MQ,,2003
46.0,24.0,-3.0,944.0,947,859,48,,0,0.0,7,17,-1.0,858.0,MBS,98.0,0,1574,0.0,7,0.0,DTW,0.0,N9331,5.0,17.0,NW,0.0,2005
79.0,65.0,-11.0,944.0,955,825,90,,0,,5,25,0.0,825.0,PHL,448.0,0,693,,10,,CLT,,N816US,2.0,12.0,US,,1996
61.0,45.0,19.0,1649.0,1630,1530,60,,0,18.0,4,2,18.0,1548.0,HOU,239.0,0,37,0.0,2,1.0,DAL,0.0,N649SW,2.0,14.0,WN,0.0,2006
83.0,61.0,-8.0,2028.0,2036,1905,91,,0,0.0,6,11,0.0,1905.0,ATL,373.0,0,755,0.0,9,0.0,CVG,0.0,N307DL,7.0,15.0,DL,0.0,2004
130.0,69.0,41.0,2033.0,1952,1805,107,,0,0.0,4,9,18.0,1823.0,CVG,388.0,0,5803,0.0,9,23.0,IAD,0.0,N814CA,2.0,59.0,OH,18.0,2004
118.0,83.0,43.0,1858.0,1815,1700,75,,0,,2,5,0.0,1700.0,BNA,395.0,0,1535,,5,,MDW,,N346,3.0,32.0,WN,,1998
36.0,25.0,17.0,1007.0,950,910,40,,0,,4,21,21.0,931.0,AUS,148.0,0,866,,5,,HOU,,N379,2.0,9.0,WN,,1998
152.0,136.0,14.0,1427.0,1413,1200,133,,0,,2,4,-5.0,1155.0,ORD,802.0,0,2244,,7,,DFW,,N549AA,7.0,9.0,AA,,2000
298.0,257.0,17.0,1224.0,1207,930,277,,0,0.0,1,30,-4.0,926.0,DEN,1754.0,0,441,0.0,10,17.0,BOS,0.0,N851UA,8.0,33.0,UA,0.0,2006
658.0,617.0,12.0,1932.0,1920,1320,660,,0,,2,15,14.0,1334.0,HNL,4962.0,0,15,,1,,EWR,,N66051,9.0,32.0,CO,,2008
67.0,53.0,8.0,1228.0,1220,1125,55,,0,,5,6,-4.0,1121.0,DFW,247.0,0,1706,,9,,SAT,,N975DL,5.0,9.0,DL,,1996
58.0,39.0,-9.0,951.0,1000,855,65,,0,0.0,2,21,-2.0,853.0,LAS,173.0,0,5772,0.0,11,0.0,PSP,0.0,N298SW,7.0,12.0,OO,0.0,2006
228.0,190.0,5.0,959.0,954,715,219,,0,,4,9,-4.0,711.0,DFW,1302.0,0,1017,,3,,PHL,,N860AA,16.0,22.0,AA,,2000
50.0,27.0,-7.0,841.0,848,655,53,,0,,7,29,-4.0,651.0,ATL,147.0,0,1084,,8,,MGM,,N997DL,14.0,9.0,DL,,1999
86.0,,13.0,2231.0,2218,2100,78,,0,,1,22,5.0,2105.0,ONT,363.0,0,1245,,11,,SFO,,,,,UA,,1993
139.0,109.0,1.0,2155.0,2154,1840,134,,0,0.0,1,26,-4.0,1836.0,MDW,895.0,0,1448,0.0,9,0.0,DEN,0.0,N472UA,6.0,24.0,UA,0.0,2005
279.0,256.0,5.0,1105.0,1100,830,270,,0,0.0,1,27,-4.0,826.0,SEA,1721.0,0,21,0.0,12,0.0,ORD,0.0,N614AS,6.0,17.0,AS,0.0,2004
135.0,,5.0,2113.0,2108,1800,128,,0,,5,23,-2.0,1758.0,CLT,913.0,0,320,,10,,IAH,,,,,PI,,1987
73.0,62.0,-9.0,1033.0,1042,820,82,,0,,5,9,0.0,820.0,PIT,462.0,0,457,,5,,BNA,,N959VJ,3.0,8.0,US,,1997
71.0,37.0,125.0,2110.0,1905,1806,59,,0,0.0,6,6,113.0,1959.0,DFW,190.0,0,3508,113.0,8,12.0,SHV,0.0,N923AE,26.0,8.0,MQ,0.0,2005
49.0,37.0,-19.0,1054.0,1113,1008,65,,0,0.0,2,25,-3.0,1005.0,DFW,158.0,0,3300,0.0,1,0.0,ABI,0.0,N397AE,7.0,5.0,MQ,0.0,2005
131.0,,16.0,2156.0,2140,1832,128,,0,,2,2,13.0,1845.0,JFK,740.0,0,172,,8,,ORD,,,,,TW,,1994
110.0,,11.0,2147.0,2136,1945,111,,0,,1,18,12.0,1957.0,MIA,650.0,0,2324,,7,,CLT,,,,,US,,1994
,,,,846,700,166,,0,,1,17,150.0,930.0,STL,872.0,1,451,,5,,EWR,,,,,CO,,1993
155.0,123.0,4.0,1632.0,1628,1400,148,,0,,3,17,-3.0,1357.0,ATL,745.0,0,385,,12,,EWR,,N13331,5.0,27.0,CO,,1997
50.0,,-16.0,2115.0,2131,2025,66,,0,,2,30,0.0,2025.0,BUF,192.0,0,1272,,8,,CLE,,,,,CO,,1988
126.0,104.0,-9.0,1043.0,1052,940,132,,0,,2,30,-3.0,937.0,ORD,599.0,0,368,,1,,CLT,,N447äâ,5.0,17.0,US,,2001
90.0,,-9.0,1004.0,1013,835,98,,0,,2,8,-1.0,834.0,BOS,496.0,0,702,,12,,PIT,,,,,US,,1992
106.0,89.0,-6.0,942.0,948,858,110,,0,0.0,5,24,-2.0,856.0,PIA,564.0,0,4501,0.0,2,0.0,ATL,0.0,N978EV,3.0,14.0,EV,0.0,2006
174.0,156.0,4.0,2044.0,2040,1550,170,,0,,5,23,0.0,1550.0,HOU,1235.0,0,1891,,5,,LAS,,N369,4.0,14.0,WN,,1997
156.0,128.0,-1.0,833.0,834,700,154,,0,,6,16,-3.0,657.0,ORD,733.0,0,697,,12,,LGA,,N909UA,7.0,21.0,UA,,2000
92.0,71.0,-7.0,1044.0,1051,915,96,,0,,6,9,-3.0,912.0,DTW,424.0,0,543,,9,,ABE,,N930RC,9.0,12.0,NW,,2000
157.0,144.0,-33.0,1547.0,1620,1310,190,,0,,1,1,0.0,1310.0,SEA,1107.0,0,1199,,5,,PHX,,N753,4.0,9.0,WN,,2000
247.0,230.0,-12.0,1915.0,1927,1309,258,,0,,4,16,-1.0,1308.0,ORD,1829.0,0,514,,3,,SJC,,N218AA,5.0,12.0,AA,,1995
155.0,,0.0,1335.0,1335,1100,155,,0,,5,20,0.0,1100.0,LAX,954.0,0,228,,9,,SEA,,,,,AS,,1991
240.0,,39.0,1258.0,1219,654,205,,0,,4,20,4.0,658.0,STL,1593.0,0,756,,10,,LAX,,,,,TW,,1988
132.0,78.0,85.0,1355.0,1230,1105,85,,0,0.0,2,9,38.0,1143.0,MEM,392.0,0,2664,0.0,12,47.0,MCI,0.0,89809E,20.0,34.0,9E,38.0,2008
118.0,84.0,-3.0,1610.0,1613,1319,114,,0,,2,12,-7.0,1312.0,RDU,667.0,0,2962,,2,,STL,,N1æCãæ,3.0,31.0,AA,,2002
100.0,90.0,0.0,1405.0,1405,1210,115,,0,0.0,5,13,15.0,1225.0,SEA,671.0,0,2434,0.0,8,0.0,OAK,0.0,N609SW,5.0,5.0,WN,0.0,2004
127.0,,-6.0,2106.0,2112,2000,132,,0,,3,26,-1.0,1959.0,ORD,612.0,0,157,,10,,DCA,,,,,AA,,1988
174.0,151.0,-1.0,1927.0,1928,1735,173,,0,0.0,2,25,-2.0,1733.0,MSP,979.0,0,5611,0.0,9,0.0,ALB,0.0,80239E,12.0,11.0,9E,0.0,2007
84.0,60.0,5.0,745.0,740,620,80,,0,,5,22,1.0,621.0,SFO,447.0,0,2392,,8,,SAN,,N949UA,12.0,12.0,UA,,1997
77.0,59.0,-5.0,2121.0,2126,2005,81,,0,,1,20,-1.0,2004.0,COS,410.0,0,1502,,5,,SLC,,N490DA,8.0,10.0,DL,,1996
107.0,90.0,6.0,1513.0,1507,1326,101,,0,,6,6,0.0,1326.0,ANC,626.0,0,54,,7,,SCC,,N747AS,12.0,5.0,AS,,2002
69.0,54.0,-1.0,1644.0,1645,1530,75,,0,0.0,1,26,5.0,1535.0,FLL,318.0,0,2644,0.0,6,0.0,JAX,0.0,N362,5.0,10.0,WN,0.0,2006
,,,,1519,1400,79,,1,,2,18,,,RNO,415.0,0,2842,,1,,SNA,,UNKNOW,0.0,0.0,AA,,2000
118.0,91.0,-1.0,1702.0,1703,1504,119,,0,0.0,1,4,0.0,1504.0,BNA,695.0,0,1170,0.0,4,0.0,MSP,0.0,N918RW,14.0,13.0,NW,0.0,2005
45.0,31.0,1.0,1029.0,1028,1035,53,,0,,1,17,9.0,1044.0,HSV,151.0,0,1573,,2,,ATL,,N902DE,4.0,10.0,DL,,2003
144.0,,18.0,2129.0,2111,1855,136,,0,,5,27,10.0,1905.0,ATL,761.0,0,729,,4,,LGA,,,,,DL,,1990
148.0,124.0,8.0,1808.0,1800,1427,153,,0,,7,12,13.0,1440.0,CLT,936.0,0,1068,,10,,DFW,,N244AA,6.0,18.0,AA,,1997
80.0,64.0,-6.0,2117.0,2123,2000,83,,0,,2,8,-3.0,1957.0,DFW,432.0,0,833,,8,,MEM,,N8932E,5.0,11.0,NW,,1995
306.0,285.0,0.0,36.0,36,1630,306,,0,,6,3,0.0,1630.0,LAX,2556.0,0,936,,6,,HNL,,N153US,6.0,15.0,NW,,1995
192.0,172.0,29.0,1803.0,1734,1309,205,,0,,5,18,42.0,1351.0,MKE,1460.0,0,2124,,2,,PHX,,N332AW,5.0,15.0,HP,,2000
214.0,177.0,24.0,1338.0,1314,1105,189,,0,,5,23,-1.0,1104.0,STL,1046.0,0,603,,2,,BOS,,N96298,8.0,29.0,TW,,2001
116.0,,95.0,2106.0,1931,1644,107,,0,,7,12,86.0,1810.0,CLT,599.0,0,198,,7,,ORD,,,,,UA,,1992
146.0,127.0,-1.0,14.0,15,2046,149,,0,,5,24,2.0,2048.0,RDU,1062.0,0,1676,,2,,DFW,,N319DL,3.0,16.0,DL,,1995
294.0,,21.0,7.0,2346,2104,282,,0,,1,27,9.0,2113.0,ANC,2125.0,0,1427,,3,,SLC,,,,,DL,,1989
115.0,92.0,32.0,1445.0,1413,1215,118,,0,,5,13,35.0,1250.0,PHL,665.0,0,215,,12,,ATL,,N395US,7.0,16.0,US,,2002
112.0,,54.0,1224.0,1130,1020,70,,0,,4,20,12.0,1032.0,RDU,356.0,0,1000,,7,,ATL,,,,,DL,,1989
145.0,,-8.0,2129.0,2137,1704,153,,0,,5,26,0.0,1704.0,OMA,1037.0,0,518,,4,,PHX,,,,,HP,,1991
104.0,90.0,-16.0,1704.0,1720,1424,116,,0,0.0,6,19,-4.0,1420.0,ATL,696.0,0,292,0.0,2,0.0,HOU,0.0,N936AT,6.0,8.0,FL,0.0,2005
202.0,148.0,26.0,1949.0,1923,1620,183,,0,,5,29,7.0,1627.0,MIA,1086.0,0,647,,9,,EWR,,N14890,6.0,48.0,CO,,2000
63.0,46.0,68.0,1408.0,1300,1150,70,,0,0.0,5,21,75.0,1305.0,HRL,295.0,0,2847,52.0,4,0.0,IAH,0.0,N14920,2.0,15.0,XE,16.0,2006
92.0,77.0,-9.0,1551.0,1600,1320,100,,0,,2,12,-1.0,1319.0,DCA,612.0,0,1106,,1,,ORD,,N483AA,3.0,12.0,AA,,1999
119.0,108.0,-18.0,1644.0,1702,1445,137,,0,,4,3,0.0,1445.0,MCO,787.0,0,2695,,12,,BWI,,N282AU,4.0,7.0,US,,1998
110.0,92.0,-5.0,1046.0,1051,859,112,,0,0.0,6,4,-3.0,856.0,MDT,619.0,0,4181,0.0,3,0.0,ATL,0.0,N904EV,3.0,15.0,EV,0.0,2006
97.0,76.0,-6.0,1912.0,1918,1840,98,,0,,5,17,-5.0,1835.0,MSP,463.0,0,1097,,9,,MBS,,N776NC,12.0,9.0,NW,,1999
115.0,,29.0,1337.0,1308,1030,98,,0,,4,31,12.0,1042.0,PIT,553.0,0,248,,10,,STL,,,,,TW,,1991
67.0,55.0,15.0,1350.0,1335,1325,70,,0,5.0,6,13,18.0,1343.0,ONT,325.0,0,867,10.0,12,0.0,PHX,0.0,N241WN,4.0,8.0,WN,0.0,2008
63.0,49.0,-17.0,1709.0,1726,1610,76,,0,,7,17,-4.0,1606.0,SNA,338.0,0,660,,9,,PHX,,N808AW,7.0,7.0,HP,,2000
55.0,44.0,-5.0,1530.0,1535,1435,60,,0,,4,5,0.0,1435.0,SAT,248.0,0,163,,4,,DAL,,N507@@,2.0,9.0,WN,,2001
44.0,,56.0,1903.0,1807,1733,34,,0,,1,4,46.0,1819.0,CVG,98.0,0,349,,1,,IND,,,,,DL,,1988
65.0,,-4.0,916.0,920,911,69,,0,,2,3,0.0,911.0,JAN,341.0,0,873,,11,,ATL,,,,,DL,,1992
55.0,41.0,-10.0,754.0,804,706,58,,0,0.0,2,27,-7.0,659.0,SAT,247.0,0,1839,0.0,7,0.0,DFW,0.0,N416AA,3.0,11.0,AA,0.0,2004
96.0,,-4.0,1645.0,1649,1350,119,,0,,2,19,19.0,1409.0,MCO,616.0,0,1124,,10,,BNA,,,,,AA,,1993
204.0,161.0,24.0,1111.0,1047,945,182,,0,,5,15,2.0,947.0,LAS,1222.0,0,1945,,5,,IAH,,N71828,5.0,38.0,CO,,1998
61.0,,-2.0,2202.0,2204,2055,69,,0,,2,19,6.0,2101.0,BUR,326.0,0,1033,,3,,SFO,,,,,UA,,1991
69.0,132.0,13.0,1244.0,1231,1135,56,,0,0.0,6,6,0.0,1135.0,RNO,192.0,0,6787,0.0,9,0.0,SFO,0.0,N941SW,5.0,31.0,OO,0.0,2003
77.0,43.0,16.0,1633.0,1617,1520,57,,0,,2,24,-4.0,1516.0,PIT,256.0,0,482,,9,,CVG,,N378DL,5.0,29.0,DL,,1996
83.0,63.0,-2.0,1156.0,1158,1030,88,,0,0.0,5,14,3.0,1033.0,MEM,469.0,0,2706,0.0,11,0.0,IAH,0.0,N12900,3.0,17.0,XE,0.0,2003
66.0,,5.0,906.0,901,700,61,,0,,7,2,0.0,700.0,CMH,284.0,0,280,,8,,MDW,,,,,HP,,1992
52.0,36.0,2.0,2254.0,2252,2050,62,,0,0.0,2,15,12.0,2102.0,TVC,224.0,0,6952,0.0,8,0.0,ORD,0.0,N758SK,3.0,13.0,OO,0.0,2006
141.0,92.0,27.0,1835.0,1808,1703,125,,0,11.0,7,5,11.0,1714.0,MEM,610.0,0,293,0.0,2,16.0,DTW,0.0,N323US,8.0,41.0,NW,0.0,2006
92.0,77.0,0.0,1740.0,1740,1510,90,,0,,4,21,-2.0,1508.0,TPA,487.0,0,2076,,9,,MSY,,N517DA,5.0,10.0,DL,,2000
43.0,29.0,-6.0,1817.0,1823,1736,47,,0,,6,31,-2.0,1734.0,CRW,164.0,0,671,,10,,PIT,,N856US,3.0,11.0,US,,1998
93.0,77.0,-8.0,932.0,940,700,100,,0,,2,12,-1.0,659.0,CLT,599.0,0,462,,5,,ORD,,N983UA,3.0,13.0,UA,,1998
168.0,,-35.0,906.0,941,720,201,,0,,2,18,-2.0,718.0,MCI,1092.0,0,1795,,6,,EWR,,,,,CO,,1991
93.0,44.0,15.0,1023.0,1008,853,75,,0,,5,1,-3.0,850.0,MCI,237.0,0,3111,,2,,STL,,N4æLãæ,6.0,43.0,AA,,2002
182.0,169.0,-4.0,1054.0,1058,854,184,,0,,3,16,-2.0,852.0,ORD,1144.0,0,779,,2,,PBI,,N546AA,4.0,9.0,AA,,2000
74.0,62.0,13.0,2218.0,2205,2045,80,,0,0.0,2,28,19.0,2104.0,MDW,395.0,0,266,0.0,12,0.0,BNA,0.0,N795,4.0,8.0,WN,0.0,2004
55.0,47.0,0.0,835.0,835,740,55,,0,,3,30,0.0,740.0,LAS,223.0,0,448,,6,,BUR,,N129,2.0,6.0,WN,,1999
99.0,85.0,-20.0,1753.0,1813,1520,113,,0,,2,25,-6.0,1514.0,CLT,651.0,0,188,,9,,MSY,,N431äâ,5.0,9.0,US,,2001
81.0,69.0,-7.0,2046.0,2053,1930,83,,0,0.0,3,10,-5.0,1925.0,SFO,451.0,0,6402,0.0,5,0.0,EUG,0.0,N913SW,4.0,8.0,OO,0.0,2006
169.0,148.0,-5.0,1429.0,1434,1043,171,,0,,3,6,-3.0,1040.0,PHL,1302.0,0,570,,11,,DFW,,N873AA,9.0,12.0,AA,,1996
317.0,299.0,-11.0,2112.0,2123,1755,328,,0,,6,4,0.0,1755.0,PHX,2153.0,0,7,,3,,JFK,,N904AW,2.0,16.0,HP,,1995
60.0,,0.0,2240.0,2240,2140,60,,0,,7,10,0.0,2140.0,MCI,313.0,0,422,,7,,OKC,,,,,WN,,1988
252.0,239.0,-25.0,1153.0,1218,944,274,,0,,1,13,-3.0,941.0,LAX,1797.0,0,1307,,10,,BNA,,N599AA,3.0,10.0,AA,,1997
94.0,80.0,-11.0,1840.0,1851,1708,103,,0,0.0,2,11,-2.0,1706.0,DEN,563.0,0,6699,0.0,4,0.0,ELP,0.0,N941SW,3.0,11.0,OO,0.0,2006
268.0,,19.0,1218.0,1159,905,294,,0,,5,21,45.0,950.0,SFO,1846.0,0,273,,12,,ORD,,,,,AA,,1990
138.0,115.0,-8.0,1300.0,1308,935,153,,0,,1,29,7.0,942.0,DTW,987.0,0,690,,4,,DFW,,N8925E,3.0,20.0,NW,,1996
58.0,50.0,6.0,1319.0,1313,1210,63,,0,,3,16,11.0,1221.0,DCA,296.0,0,1775,,9,,BUF,,N275AU,3.0,5.0,US,,1998
115.0,104.0,-20.0,2117.0,2137,1924,133,,0,0.0,5,2,-2.0,1922.0,JAX,814.0,0,1584,0.0,4,0.0,DTW,0.0,N967N,4.0,7.0,NW,0.0,2004
120.0,,9.0,1021.0,1012,821,111,,0,,7,13,0.0,821.0,DFW,583.0,0,742,,11,,OMA,,,,,AA,,1994
146.0,134.0,-12.0,1609.0,1621,1345,156,,0,,7,11,-2.0,1343.0,FLL,899.0,0,2262,,2,,DCA,,N352US,3.0,9.0,US,,1996
134.0,111.0,-2.0,1945.0,1947,1531,136,,0,0.0,4,23,0.0,1531.0,DFW,813.0,0,1540,0.0,6,0.0,TUS,0.0,N441AA,9.0,14.0,AA,0.0,2005
60.0,37.0,-11.0,1145.0,1156,1045,71,,0,0.0,2,20,0.0,1045.0,DTW,229.0,0,5044,0.0,11,0.0,CVG,0.0,N642CA,7.0,16.0,OH,0.0,2007
167.0,,-4.0,1241.0,1245,855,170,,0,,6,2,-1.0,854.0,LGA,1183.0,0,876,,9,,MSY,,,,,CO,,1989
84.0,,-7.0,1924.0,1931,1800,91,,0,,3,11,0.0,1800.0,MSP,334.0,0,143,,9,,ORD,,,,,NW,,1991
259.0,223.0,0.0,1710.0,1710,1450,260,,0,,7,21,1.0,1451.0,SFO,1846.0,0,161,,7,,ORD,,N773UA,5.0,31.0,UA,,2002
162.0,130.0,15.0,1815.0,1800,1425,155,,0,,7,19,8.0,1433.0,FLL,1119.0,0,1692,,2,,DFW,,N804AA,6.0,26.0,AA,,1995
212.0,168.0,25.0,1214.0,1149,625,204,,0,,1,8,17.0,642.0,DFW,1464.0,0,1226,,2,,SFO,,N635AA,20.0,24.0,AA,,1999
67.0,,2.0,107.0,105,2356,69,,0,,5,13,4.0,2400.0,CVG,373.0,0,1068,,12,,ATL,,,,,DL,,1991
43.0,26.0,17.0,2302.0,2245,2150,55,,0,16.0,2,30,29.0,2219.0,LGA,96.0,0,160,1.0,12,0.0,PHL,0.0,N109UW,5.0,12.0,US,0.0,2003
157.0,,-5.0,1157.0,1202,920,162,,0,,3,19,0.0,920.0,TPA,1111.0,0,175,,6,,BDL,,,,,DL,,1991
66.0,49.0,65.0,15.0,2310,2155,75,,0,56.0,4,14,74.0,2309.0,MHT,290.0,0,110,9.0,9,0.0,PHL,0.0,N245,3.0,14.0,WN,0.0,2006
81.0,,-16.0,1620.0,1636,1459,97,,0,,1,25,0.0,1459.0,DTW,405.0,0,287,,6,,DCA,,,,,NW,,1990
147.0,,6.0,1940.0,1934,1705,149,,0,,7,19,8.0,1713.0,ATL,903.0,0,679,,9,,PVD,,,,,DL,,1993
57.0,44.0,80.0,2230.0,2110,2010,60,,0,0.0,2,12,83.0,2133.0,DAL,296.0,0,814,80.0,6,0.0,LIT,0.0,N261WN,3.0,10.0,WN,0.0,2007
116.0,78.0,7.0,2205.0,2158,2010,108,,0,,6,23,-1.0,2009.0,PIT,526.0,0,820,,10,,ATL,,N978DL,6.0,32.0,DL,,1999
60.0,,-11.0,1043.0,1054,945,69,,0,,4,19,-2.0,943.0,CLE,288.0,0,1505,,7,,IAD,,,,,UA,,1990
263.0,,21.0,1944.0,1923,1720,243,,0,,3,31,1.0,1721.0,DEN,1605.0,0,239,,5,,EWR,,,,,UA,,1989
67.0,,-15.0,1546.0,1601,1440,81,,0,,6,30,-1.0,1439.0,MOB,385.0,0,565,,4,,BNA,,,,,AA,,1988
134.0,117.0,-8.0,1611.0,1619,1400,139,,0,,1,29,-3.0,1357.0,CLT,728.0,0,2264,,3,,BOS,,N936VJ,4.0,13.0,US,,1999
171.0,,-15.0,1157.0,1212,900,192,,0,,4,28,6.0,906.0,MIA,1097.0,0,1325,,10,,LGA,,,,,AA,,1993
214.0,,-12.0,1133.0,1145,759,226,,0,,5,6,0.0,759.0,SJU,1666.0,0,623,,7,,BDL,,,,,AA,,1990
88.0,76.0,-3.0,1343.0,1346,1312,94,,0,,4,20,3.0,1315.0,DEN,541.0,0,1737,,1,,TUL,,N7279U,3.0,9.0,UA,,2000
65.0,51.0,-2.0,702.0,704,600,64,,0,,1,10,-3.0,557.0,SFO,192.0,0,2490,,11,,RNO,,N949UA,5.0,9.0,UA,,1997
87.0,68.0,-13.0,1835.0,1848,1808,100,,0,0.0,2,14,0.0,1808.0,MLU,448.0,0,4723,0.0,9,0.0,ATL,0.0,N837AS,4.0,15.0,EV,0.0,2004
234.0,,10.0,1813.0,1803,1515,228,,0,,6,28,4.0,1519.0,ATL,1547.0,0,1411,,3,,SJU,,,,,DL,,1992
63.0,,106.0,1554.0,1408,1310,58,,0,,3,7,101.0,1451.0,LAX,236.0,0,591,,3,,LAS,,,,,US,,1990
137.0,123.0,-14.0,1237.0,1251,1125,146,,0,0.0,7,28,-5.0,1120.0,SMF,910.0,0,745,0.0,9,0.0,DEN,0.0,N345UA,4.0,10.0,UA,0.0,2003
72.0,50.0,-7.0,703.0,710,555,75,,0,,3,25,-4.0,551.0,LAX,209.0,0,3095,,4,,FAT,,-N266M,10.0,12.0,MQ,,2001
101.0,,13.0,1438.0,1425,1342,103,,0,,3,21,15.0,1357.0,BNA,612.0,0,1475,,8,,TPA,,,,,AA,,1991
71.0,54.0,-9.0,812.0,821,700,81,,0,,7,30,1.0,701.0,LAX,337.0,0,2005,,9,,SFO,,N938ä1,6.0,11.0,UA,,2001
118.0,90.0,27.0,1519.0,1452,1150,122,,0,,7,27,31.0,1221.0,ATL,689.0,0,1880,,10,,IAH,,N393DA,10.0,18.0,DL,,2002
52.0,47.0,5.0,2230.0,2225,2125,60,,0,,3,27,13.0,2138.0,ELP,347.0,0,389,,12,,PHX,,N305,2.0,3.0,WN,,1995
123.0,103.0,-1.0,17.0,18,2105,133,,0,0.0,7,2,9.0,2114.0,MCO,853.0,0,1486,0.0,4,0.0,IAH,0.0,N19141,6.0,14.0,CO,0.0,2006
43.0,19.0,12.0,850.0,838,745,53,,0,0.0,6,22,22.0,807.0,PHL,90.0,0,426,0.0,1,0.0,BWI,0.0,N626AU,13.0,11.0,US,0.0,2005
132.0,114.0,-15.0,1502.0,1517,1150,147,,0,,7,5,0.0,1150.0,CLT,913.0,0,352,,1,,IAH,,N109UW,7.0,11.0,US,,2003
67.0,,-8.0,1752.0,1800,1645,75,,0,,7,13,0.0,1645.0,SJC,342.0,0,212,,2,,SNA,,,,,AA,,1994
62.0,46.0,-5.0,722.0,727,620,67,,0,,4,19,0.0,620.0,ATL,270.0,0,951,,6,,JAX,,N951AT,8.0,8.0,FL,,2008
131.0,110.0,78.0,1913.0,1755,1540,135,,0,75.0,6,30,82.0,1702.0,CMH,802.0,0,2684,3.0,8,0.0,MCO,0.0,N351SW,3.0,18.0,WN,0.0,2008
78.0,,10.0,1249.0,1239,1130,69,,0,,2,24,1.0,1131.0,CLT,370.0,0,905,,11,,DAY,,,,,PI,,1987
52.0,45.0,45.0,1515.0,1430,1330,60,,0,,6,27,53.0,1423.0,MSY,303.0,0,1495,,6,,HOU,,N686,3.0,4.0,WN,,1998
66.0,,-11.0,1619.0,1630,1515,75,,0,,2,27,-2.0,1513.0,LAX,337.0,0,1400,,9,,SFO,,,,,DL,,1994
65.0,31.0,26.0,1000.0,934,832,62,,0,23.0,4,6,23.0,855.0,ABY,146.0,0,4377,0.0,1,3.0,ATL,0.0,N845AS,6.0,28.0,EV,0.0,2005
90.0,80.0,-20.0,2315.0,2335,2045,110,,0,0.0,5,11,0.0,2045.0,RDU,632.0,0,1843,0.0,11,0.0,MDW,0.0,N202,5.0,5.0,WN,0.0,2005
64.0,53.0,-1.0,904.0,905,800,65,,0,,6,10,0.0,800.0,OAK,325.0,0,2146,,11,,BUR,,N319@@,4.0,7.0,WN,,2001
